concentration (g/mL),data,concentration (g/mL),data Y-Error Max,data Y-Error MaxY-Error MaxStd. Error,concentration (g/mL),data Y-Error Min,data Y-Error MinY-Error MinStd. Error,concentration (g/mL),fit
0.00229810597375035,0.000438800063431249,0.00229810597375035,0.000438800063431249,3.88310006371739E-8,0.00229810597375035,0.000438800063431249,3.88310006371739E-8,0,0.00130592450162495
0.00435227295383811,0.000887306430245693,0.00435227295383811,0.000887306430245693,3.88310006371739E-8,0.00435227295383811,0.000887306430245693,3.88310006371739E-8,0.00229810597375035,0.00148262780351823
0.00667045451700687,0.00133327078867774,0.00667045451700687,0.00133327078867774,3.88310006371739E-8,0.00667045451700687,0.00133327078867774,3.88310006371739E-8,0.00435227295383811,0.00164057440117356
0.00922348536550999,0.00182179917309871,0.00922348536550999,0.00182179917309871,3.88310006371739E-8,0.00922348536550999,0.00182179917309871,3.88310006371739E-8,0.00667045451700687,0.00181882134124203
0.0111098485067487,0.00221703980472187,0.0111098485067487,0.00221703980472187,3.88310006371739E-8,0.0111098485067487,0.00221703980472187,3.88310006371739E-8,0.00922348536550999,0.0020151259970786
0.0136856064200401,0.00268421529385226,0.0136856064200401,0.00268421529385226,3.88310006371739E-8,0.0136856064200401,0.00268421529385226,3.88310006371739E-8,0.0111098485067487,0.00216017006829129
0.0142196966335177,0.00311597026443564,0.0142196966335177,0.00311597026443564,3.88310006371739E-8,0.0142196966335177,0.00311597026443564,3.88310006371739E-8,0.0136856064200401,0.00235822222990332
0.018193181604147,0.00354217118674037,0.018193181604147,0.00354217118674037,3.88310006371739E-8,0.018193181604147,0.00354217118674037,3.88310006371739E-8,0.0142196966335177,0.00239928892703442
0.0229469686746597,0.00448188288720029,0.0229469686746597,0.00448188288720029,3.88310006371739E-8,0.0229469686746597,0.00448188288720029,3.88310006371739E-8,0.018193181604147,0.00270481350503529
0.0281022731214762,0.00452887936712422,0.0281022731214762,0.00452887936712422,3.88310006371739E-8,0.0281022731214762,0.00452887936712422,3.88310006371739E-8,0.0229469686746597,0.00307033623498273
0.0325303003191948,0.00373532643882566,0.0325303003191948,0.00373532643882566,3.88310006371739E-8,0.0325303003191948,0.00373532643882566,3.88310006371739E-8,0.0281022731214762,0.00346673181301391
0.0370378792285919,0.00389360402842833,0.0370378792285919,0.00389360402842833,3.88310006371739E-8,0.0370378792285919,0.00389360402842833,3.88310006371739E-8,0.0325303003191948,0.0038072065449693
0.0381818190217018,0.00381926241550788,0.0381818190217018,0.00381926241550788,3.88310006371739E-8,0.0381818190217018,0.00381926241550788,3.88310006371739E-8,0.0370378792285919,0.00415379805846287
0.0457196980714798,0.00364129562463066,0.0457196980714798,0.00364129562463066,3.88310006371739E-8,0.0457196980714798,0.00364129562463066,3.88310006371739E-8,0.0381818190217018,0.00424175650273291
,,,,,0.0457196980714798,0.00482135033948211

