concentration (g/mL),data,concentration (g/mL),data Y-Error Max,data Y-Error MaxY-Error MaxStd. Error,concentration (g/mL),data Y-Error Min,data Y-Error MinY-Error MinStd. Error,concentration (g/mL),fit
0.00235303025692701,0.000441275127979842,0.00235303025692701,0.000441275127979842,2.5727164842948E-9,0.00235303025692701,0.000441275127979842,2.5727164842948E-9,0,0.00120055426517746
0.00465151527896523,0.000893921105112657,0.00465151527896523,0.000893921105112657,2.5727164842948E-9,0.00465151527896523,0.000893921105112657,2.5727164842948E-9,0.00235303025692701,0.00139248535213674
0.00704545434564352,0.00133485481060772,0.00704545434564352,0.00133485481060772,2.5727164842948E-9,0.00704545434564352,0.00133485481060772,2.5727164842948E-9,0.00465151527896523,0.00157996729642787
0.00926136318594217,0.00180256092966607,0.00926136318594217,0.00180256092966607,2.5727164842948E-9,0.00926136318594217,0.00180256092966607,2.5727164842948E-9,0.00704545434564352,0.00177523523732948
0.012000379152596,0.00224825104716102,0.012000379152596,0.00224825104716102,2.5727164842948E-9,0.012000379152596,0.00224825104716102,2.5727164842948E-9,0.00926136318594217,0.00195598167728957
0.0144128790125251,0.00268155149080134,0.0144128790125251,0.00268155149080134,2.5727164842948E-9,0.0144128790125251,0.00268155149080134,2.5727164842948E-9,0.012000379152596,0.00217939664623593
0.0171742420643568,0.00315172418285521,0.0171742420643568,0.00315172418285521,2.5727164842948E-9,0.0171742420643568,0.00315172418285521,2.5727164842948E-9,0.0144128790125251,0.00237617852054569
0.0194166675209999,0.00356821675205314,0.0194166675209999,0.00356821675205314,2.5727164842948E-9,0.0194166675209999,0.00356821675205314,2.5727164842948E-9,0.0171742420643568,0.00260141638555594
0.0242878794670105,0.00450394374924101,0.0242878794670105,0.00450394374924101,2.5727164842948E-9,0.0242878794670105,0.00450394374924101,2.5727164842948E-9,0.0194166675209999,0.00278432562691318
0.0295378789305687,0.00450286055057052,0.0295378789305687,0.00450286055057052,2.5727164842948E-9,0.0295378789305687,0.00450286055057052,2.5727164842948E-9,0.0242878794670105,0.00318165878991761
0.0337272733449936,0.00391904969293813,0.0337272733449936,0.00391904969293813,2.5727164842948E-9,0.0337272733449936,0.00391904969293813,2.5727164842948E-9,0.0295378789305687,0.00360988880741301
0.0342803038656712,0.00409027889523852,0.0342803038656712,0.00409027889523852,2.5727164842948E-9,0.0342803038656712,0.00409027889523852,2.5727164842948E-9,0.0337272733449936,0.00395160773315125
0.0417424254119396,0.00407932141982277,0.0417424254119396,0.00407932141982277,2.5727164842948E-9,0.0417424254119396,0.00407932141982277,2.5727164842948E-9,0.0342803038656712,0.00399671707535611
0.0477272719144821,0.00386598837577857,0.0477272719144821,0.00386598837577857,2.5727164842948E-9,0.0477272719144821,0.00386598837577857,2.5727164842948E-9,0.0417424254119396,0.00460538455955208
,,,,,0.0477272719144821,0.00509355442200206

