concentration (g/mL),data,concentration (g/mL),data Y-Error Max,data Y-Error MaxY-Error MaxStd. Error,concentration (g/mL),data Y-Error Min,data Y-Error MinY-Error MinStd. Error,concentration (g/mL),fit
0.00219734851270914,0.00044989828284971,0.00219734851270914,0.00044989828284971,4.66719249914149E-8,0.00219734851270914,0.00044989828284971,4.66719249914149E-8,0,0.00260436489943017
0.00325378775596619,0.00088819202103372,0.00325378775596619,0.00088819202103372,4.66719249914149E-8,0.00325378775596619,0.00088819202103372,4.66719249914149E-8,0.00219734851270914,0.00263959604097529
0.00601839413866401,0.00138452772231456,0.00601839413866401,0.00138452772231456,4.66719249914149E-8,0.00601839413866401,0.00138452772231456,4.66719249914149E-8,0.00325378775596619,0.00265653444015126
0.0112500004470348,0.00230293775718851,0.0112500004470348,0.00230293775718851,4.66719249914149E-8,0.0112500004470348,0.00230293775718851,4.66719249914149E-8,0.00601839413866401,0.00270086069440855
0.0132950004190207,0.00267480483716287,0.0132950004190207,0.00267480483716287,4.66719249914149E-8,0.0132950004190207,0.00267480483716287,4.66719249914149E-8,0.0112500004470348,0.00278474154245706
0.0157196968793869,0.00312940974195669,0.0157196968793869,0.00312940974195669,4.66719249914149E-8,0.0157196968793869,0.00312940974195669,4.66719249914149E-8,0.0132950004190207,0.00281753000778951
0.0175113640725613,0.00352879443133122,0.0175113640725613,0.00352879443133122,4.66719249914149E-8,0.0175113640725613,0.00352879443133122,4.66719249914149E-8,0.0157196968793869,0.00285640633714216
0.0224318187683821,0.00444729811169153,0.0224318187683821,0.00444729811169153,4.66719249914149E-8,0.0224318187683821,0.00444729811169153,4.66719249914149E-8,0.0175113640725613,0.0028851329866294
0.0276742428541183,0.00447572535279074,0.0276742428541183,0.00447572535279074,4.66719249914149E-8,0.0276742428541183,0.00447572535279074,4.66719249914149E-8,0.0224318187683821,0.00296402499399955
0.0316666662693024,0.00573055444390371,0.0316666662693024,0.00573055444390371,4.66719249914149E-8,0.0316666662693024,0.00573055444390371,4.66719249914149E-8,0.0276742428541183,0.00304807929463302
0.0319848470389843,0.00376977557385457,0.0319848470389843,0.00376977557385457,4.66719249914149E-8,0.0319848470389843,0.00376977557385457,4.66719249914149E-8,0.0316666662693024,0.00311209174700328
0.0348106063902378,0.00380757796741572,0.0348106063902378,0.00380757796741572,4.66719249914149E-8,0.0348106063902378,0.00380757796741572,4.66719249914149E-8,0.0319848470389843,0.00311719330833272
0.0460606068372726,0.00371184489149468,0.0460606068372726,0.00371184489149468,4.66719249914149E-8,0.0460606068372726,0.00371184489149468,4.66719249914149E-8,0.0348106063902378,0.00316250003294233
0.09295454621315,0.00188097665464078,0.09295454621315,0.00188097665464078,4.66719249914149E-8,0.09295454621315,0.00188097665464078,4.66719249914149E-8,0.0460606068372726,0.00334287667596922
,,,,,0.09295454621315,0.00409474968719565

