concentration (g/mL),data,concentration (g/mL),data Y-Error Max,data Y-Error MaxY-Error MaxStd. Error,concentration (g/mL),data Y-Error Min,data Y-Error MinY-Error MinStd. Error,concentration (g/mL),fit
0.00227234838530421,0.000421727137883041,0.00227234838530421,0.000421727137883041,3.77044617749789E-9,0.00227234838530421,0.000421727137883041,3.77044617749789E-9,0,0.00121801516643642
0.00467803049832582,0.000872716595767777,0.00467803049832582,0.000872716595767777,3.77044617749789E-9,0.00467803049832582,0.000872716595767777,3.77044617749789E-9,0.00227234838530421,0.00139374134132458
0.00698484852910042,0.00133584960175281,0.00698484852910042,0.00133584960175281,3.77044617749789E-9,0.00698484852910042,0.00133584960175281,3.77044617749789E-9,0.00467803049832582,0.00157977850417498
0.00954550039023161,0.00179177294554639,0.00954550039023161,0.00179177294554639,3.77044617749789E-9,0.00954550039023161,0.00179177294554639,3.77044617749789E-9,0.00698484852910042,0.00175817030389307
0.0119850002229214,0.00224934373008226,0.0119850002229214,0.00224934373008226,3.77044617749789E-9,0.0119850002229214,0.00224934373008226,3.77044617749789E-9,0.00954550039023161,0.00195619164647833
0.0140979997813702,0.00265407495732516,0.0140979997813702,0.00265407495732516,3.77044617749789E-9,0.0140979997813702,0.00265407495732516,3.77044617749789E-9,0.0119850002229214,0.00214484405054959
0.0166590008884668,0.00315130765477873,0.0166590008884668,0.00315130765477873,3.77044617749789E-9,0.0166590008884668,0.00315130765477873,3.77044617749789E-9,0.0140979997813702,0.00230824742411081
0.0189580004662275,0.00356718499656991,0.0189580004662275,0.00356718499656991,3.77044617749789E-9,0.0189580004662275,0.00356718499656991,3.77044617749789E-9,0.0166590008884668,0.00250629571549286
0.0240299999713898,0.00450093172173642,0.0240299999713898,0.00450093172173642,3.77044617749789E-9,0.0240299999713898,0.00450093172173642,3.77044617749789E-9,0.0189580004662275,0.00268408291654218
0.0284129995852709,0.00363281729361019,0.0284129995852709,0.00363281729361019,3.77044617749789E-9,0.0284129995852709,0.00363281729361019,3.77044617749789E-9,0.0240299999713898,0.00307631287901378
0.0329700000584126,0.00395735518712079,0.0329700000584126,0.00395735518712079,3.77044617749789E-9,0.0329700000584126,0.00395735518712079,3.77044617749789E-9,0.0284129995852709,0.00341526081385466
0.0406440012156963,0.00415137972760221,0.0406440012156963,0.00415137972760221,3.77044617749789E-9,0.0406440012156963,0.00415137972760221,3.77044617749789E-9,0.0329700000584126,0.00376766458731347
0.0423859991133213,0.0041250611893566,0.0423859991133213,0.0041250611893566,3.77044617749789E-9,0.0423859991133213,0.0041250611893566,3.77044617749789E-9,0.0406440012156963,0.00436111346980696
0.0477272719144821,0.00394488742321092,0.0477272719144821,0.00394488742321092,3.77044617749789E-9,0.0477272719144821,0.00394488742321092,3.77044617749789E-9,0.0423859991133213,0.00449582652079779
,,,,,0.0477272719144821,0.00490887998899013

