time (min),LS  13.97 °     ,time (min),LS  25.61 °     ,time (min),LS  34.60 °     ,time (min),LS  42.65 °     ,time (min),LS  51.45 °     ,time (min),LS  59.89 °     ,time (min),LS  69.29 °     ,time (min),LS  79.69 °     ,time (min),LS  90.00 °     ,time (min),LS  100.31 °     ,time (min),LS  110.71 °     ,time (min),LS  121.30 °     ,time (min),LS  132.27 °     ,time (min),LS  142.65 °     ,time (min),LS  152.78 °     ,time (min),LS  163.68 °     ,time (min),dRI     
0.00115,-8.21884371658374E-7,0.00115,1.25976769385006E-6,0.00115,7.53408144670472E-8,0.00115,1.87211426147553E-7,0.00115,1.13515338223235E-7,0.00115,8.75433108507709E-8,0.00115,2.73149157077376E-8,0.00115,3.36825076636333E-8,0.00115,1.17306814541124E-8,0.00115,2.98374978315537E-10,0.00115,1.91828757634371E-8,0.00115,4.33074054546604E-8,0.00115,2.19115541034311E-8,0.00115,1.33918472209597E-7,0.00115,-3.51803665632575E-8,0.00115,-8.10933950589858E-8,5E-5,-4.16730079524225E-8
0.0343641239383454,-8.14986997236298E-7,0.0343641239383454,1.24404149619294E-6,0.0343641239383454,7.61236397425049E-8,0.0343641239383454,1.83330796445336E-7,0.0343641239383454,1.10858555562611E-7,0.0343641239383454,8.57123597869344E-8,0.0343641239383454,2.59754063154014E-8,0.0343641239383454,3.28795770015312E-8,0.0343641239383454,1.05949161734695E-8,0.0343641239383454,-6.48394637647561E-11,0.0343641239383454,1.78060438992392E-8,0.0343641239383454,4.22744749442802E-8,0.0343641239383454,2.13439449127136E-8,0.0343641239383454,1.34477564634482E-7,0.0343641239383454,-3.70041605280675E-8,0.0343641239383454,-8.32294239171376E-8,0.0333845672191529,-4.17698953446288E-8
0.0675782478766908,-8.15681647914863E-7,0.0675782478766908,1.22826481784122E-6,0.0675782478766908,7.82717083208044E-8,0.0675782478766908,1.79508738550725E-7,0.0675782478766908,1.09882859358434E-7,0.0675782478766908,8.47511268691316E-8,0.0675782478766908,2.56655452768279E-8,0.0675782478766908,3.25611033184342E-8,0.0675782478766908,1.05798111902943E-8,0.0675782478766908,-6.26714553353151E-11,0.0675782478766908,1.75907425049392E-8,0.0675782478766908,4.17092273361944E-8,0.0675782478766908,2.17451543208789E-8,0.0675782478766908,1.34757516085684E-7,0.0675782478766908,-3.80744029715017E-8,0.0675782478766908,-8.37895204769437E-8,0.0667191344383057,-4.24809164616124E-8
0.100792371815036,-7.93189168600224E-7,0.100792371815036,1.21365725624004E-6,0.100792371815036,8.10511878444112E-8,0.100792371815036,1.77084164397689E-7,0.100792371815036,1.09848551043209E-7,0.100792371815036,8.38960319481919E-8,0.100792371815036,2.54197955267389E-8,0.100792371815036,3.22426296353387E-8,0.100792371815036,1.03864894662383E-8,0.100792371815036,7.55376893930587E-11,0.100792371815036,1.73754411106377E-8,0.100792371815036,4.18677916522696E-8,0.100792371815036,2.26555223792214E-8,0.100792371815036,1.36436964616972E-7,0.100792371815036,-3.85066522515248E-8,0.100792371815036,-8.47671217792044E-8,0.100053701657459,-4.27102921970318E-8
0.134006495753382,-7.80229455564845E-7,0.134006495753382,1.20089793814736E-6,0.134006495753382,8.12068895725377E-8,0.134006495753382,1.73400265597083E-7,0.134006495753382,1.09814242727983E-7,0.134006495753382,8.30409370272522E-8,0.134006495753382,2.50894403418894E-8,0.134006495753382,3.17539149952582E-8,0.134006495753382,1.01931677421823E-8,0.134006495753382,1.26529122801509E-10,0.134006495753382,1.70130940245964E-8,0.134006495753382,4.17870134205526E-8,0.134006495753382,2.25246785922204E-8,0.134006495753382,1.36013891941374E-7,0.134006495753382,-4.01270896510484E-8,0.134006495753382,-8.5744723081465E-8,0.133388268876611,-4.20424197331015E-8
0.167220619691727,-7.83036022893924E-7,0.167220619691727,1.18908120064928E-6,0.167220619691727,8.13625913006642E-8,0.167220619691727,1.69080912547262E-7,0.167220619691727,1.09288149631532E-7,0.167220619691727,8.17126157634373E-8,0.167220619691727,2.47590851570368E-8,0.167220619691727,3.16395630962949E-8,0.167220619691727,8.76932168219731E-9,0.167220619691727,1.77520556209585E-10,0.167220619691727,1.62088683166447E-8,0.167220619691727,4.17062351888297E-8,0.167220619691727,2.23933936806253E-8,0.167220619691727,1.35590819265782E-7,0.167220619691727,-4.15493981522534E-8,0.167220619691727,-8.69995200361579E-8,0.166722836095764,-4.12754704720575E-8
0.200434743630072,-7.7295187843687E-7,0.200434743630072,1.17792770974041E-6,0.200434743630072,8.26211403747351E-8,0.200434743630072,1.6742229531643E-7,0.200434743630072,1.08208465339729E-7,0.200434743630072,8.11617127282665E-8,0.200434743630072,2.42684187844457E-8,0.200434743630072,3.13836015392824E-8,0.200434743630072,8.35823607685785E-9,0.200434743630072,3.03363658955832E-10,0.200434743630072,1.61044311076439E-8,0.200434743630072,4.15544278042193E-8,0.200434743630072,2.21555515127523E-8,0.200434743630072,1.3723232447924E-7,0.200434743630072,-4.19291930224824E-8,0.200434743630072,-8.44886316217855E-8,0.200057403314917,-4.06997537252124E-8
0.233648867568418,-7.56193350090531E-7,0.233648867568418,1.16625379337572E-6,0.233648867568418,8.44499700533428E-8,0.233648867568418,1.65763678085597E-7,0.233648867568418,1.07128781047925E-7,0.233648867568418,7.9758721041141E-8,0.233648867568418,2.37777524118576E-8,0.233648867568418,3.11276399822699E-8,0.233648867568418,7.9471504715199E-9,0.233648867568418,3.52839664546475E-10,0.233648867568418,1.58258970500086E-8,0.233648867568418,4.13369511576661E-8,0.233648867568418,2.18498716691258E-8,0.233648867568418,1.36898582110188E-7,0.233648867568418,-4.23089878927113E-8,0.233648867568418,-8.06093139363389E-8,0.23339197053407,-4.01240369766326E-8
0.266862991506763,-7.50747348651804E-7,0.266862991506763,1.1521370183283E-6,0.266862991506763,8.44402389464954E-8,0.266862991506763,1.63953390342725E-7,0.266862991506763,1.05589257031006E-7,0.266862991506763,7.74418865307525E-8,0.266862991506763,2.31088101349765E-8,0.266862991506763,3.01549842453953E-8,0.266862991506763,7.10411316067505E-9,0.266862991506763,3.09149809319107E-10,0.266862991506763,1.55473629923747E-8,0.266862991506763,4.11194745111128E-8,0.266862991506763,2.15441918255023E-8,0.266862991506763,1.36301650087994E-7,0.266862991506763,-4.31255628674748E-8,0.266862991506763,-7.74465101250842E-8,0.266726537753223,-3.92815999450402E-8
0.300077115445108,-7.57093731636593E-7,0.300077115445108,1.14103765857846E-6,0.300077115445108,8.39772915707071E-8,0.300077115445108,1.60627145362332E-7,0.300077115445108,1.0460935543591E-7,0.300077115445108,7.65043887157501E-8,0.300077115445108,2.25358001388842E-8,0.300077115445108,2.93468196850627E-8,0.300077115445108,6.62446698365786E-9,0.300077115445108,2.65459954092113E-10,0.300077115445108,1.5328310659297E-8,0.300077115445108,4.08388888519269E-8,0.300077115445108,2.15125090157435E-8,0.300077115445108,1.35573123239241E-7,0.300077115445108,-4.43645846003047E-8,0.300077115445108,-7.55606135690776E-8,0.300061104972376,-3.74076299207438E-8
