concentration (g/mL),data,concentration (g/mL),data Y-Error Max,data Y-Error MaxY-Error MaxStd. Error,concentration (g/mL),data Y-Error Min,data Y-Error MinY-Error MinStd. Error,concentration (g/mL),fit
0.00224204547703266,0.000428384219567328,0.00224204547703266,0.000428384219567328,2.20775309145438E-9,0.00224204547703266,0.000428384219567328,2.20775309145438E-9,0,0.00112928258364132
0.00426212139427662,0.000896553775146543,0.00426212139427662,0.000896553775146543,2.20775309145438E-9,0.00426212139427662,0.000896553775146543,2.20775309145438E-9,0.00224204547703266,0.00132937220262535
0.00686363643035293,0.00136873301974964,0.00686363643035293,0.00136873301974964,2.20775309145438E-9,0.00686363643035293,0.00136873301974964,2.20775309145438E-9,0.00426212139427662,0.00150965230762379
0.0089469701051712,0.00180808915192291,0.0089469701051712,0.00180808915192291,2.20775309145438E-9,0.0089469701051712,0.00180808915192291,2.20775309145438E-9,0.00686363643035293,0.00174182252306018
0.0116250002756715,0.00226753008261671,0.0116250002756715,0.00226753008261671,2.20775309145438E-9,0.0116250002756715,0.00226753008261671,2.20775309145438E-9,0.0089469701051712,0.00192774800205407
0.0137727269902825,0.00267731371748971,0.0137727269902825,0.00267731371748971,2.20775309145438E-9,0.0137727269902825,0.00267731371748971,2.20775309145438E-9,0.0116250002756715,0.00216674675310735
0.0166477281600237,0.00316062167902413,0.0166477281600237,0.00316062167902413,2.20775309145438E-9,0.0166477281600237,0.00316062167902413,2.20775309145438E-9,0.0137727269902825,0.00235841902145436
0.0189393945038319,0.00363404514255874,0.0189393945038319,0.00363404514255874,2.20775309145438E-9,0.0189393945038319,0.00363404514255874,2.20775309145438E-9,0.0166477281600237,0.00261499618164489
0.0237803030759096,0.00446989696445177,0.0237803030759096,0.00446989696445177,2.20775309145438E-9,0.0237803030759096,0.00446989696445177,2.20775309145438E-9,0.0189393945038319,0.00281951420193409
0.0292729996144772,0.0045379054731032,0.0292729996144772,0.0045379054731032,2.20775309145438E-9,0.0292729996144772,0.0045379054731032,2.20775309145438E-9,0.0237803030759096,0.00325153740527965
0.0304199997335672,0.00382621376602713,0.0304199997335672,0.00382621376602713,2.20775309145438E-9,0.0304199997335672,0.00382621376602713,2.20775309145438E-9,0.0292729996144772,0.00374172891764382
0.0339020006358623,0.00406118499945568,0.0339020006358623,0.00406118499945568,2.20775309145438E-9,0.0339020006358623,0.00406118499945568,2.20775309145438E-9,0.0304199997335672,0.00384409204903114
0.0381439998745918,0.00408063256048224,0.0381439998745918,0.00408063256048224,2.20775309145438E-9,0.0381439998745918,0.00408063256048224,2.20775309145438E-9,0.0339020006358623,0.00415484045660798
0.0434090904891491,0.00378007332887085,0.0434090904891491,0.00378007332887085,2.20775309145438E-9,0.0434090904891491,0.00378007332887085,2.20775309145438E-9,0.0381439998745918,0.00453341447870474
,,,,,0.0434090904891491,0.00500329337969518

