concentration (g/mL),data,concentration (g/mL),data Y-Error Max,data Y-Error MaxY-Error MaxStd. Error,concentration (g/mL),data Y-Error Min,data Y-Error MinY-Error MinStd. Error,concentration (g/mL),fit
0.00223068182,0.000427338934587759,0.00223068182,0.000427338934587759,1.97294740848051E-9,0.00223068182,0.000427338934587759,1.97294740848051E-9,0,0.00118480759124525
0.004625,0.000904204152501918,0.004625,0.000904204152501918,1.97294740848051E-9,0.004625,0.000904204152501918,1.97294740848051E-9,0.00223068182,0.00136436422030817
0.00721212121,0.00135648945964685,0.00721212121,0.00135648945964685,1.97294740848051E-9,0.00721212121,0.00135648945964685,1.97294740848051E-9,0.004625,0.00155709260382317
0.00919318218,0.00171748464734654,0.00919318218,0.00171748464734654,1.97294740848051E-9,0.00919318218,0.00171748464734654,1.97294740848051E-9,0.00721212121,0.0017653404853811
0.0117689394,0.00224400310518232,0.0117689394,0.00224400310518232,1.97294740848051E-9,0.0117689394,0.00224400310518232,1.97294740848051E-9,0.00919318218,0.00192480411957226
0.0137727273,0.0026428607767288,0.0137727273,0.0026428607767288,1.97294740848051E-9,0.0137727273,0.0026428607767288,1.97294740848051E-9,0.0117689394,0.00213213726747396
0.0156969697,0.00300497550371984,0.0156969697,0.00300497550371984,1.97294740848051E-9,0.0156969697,0.00300497550371984,1.97294740848051E-9,0.0137727273,0.00229343028445882
0.01818181818,0.00345444941637628,0.01818181818,0.00345444941637628,1.97294740848051E-9,0.01818181818,0.00345444941637628,1.97294740848051E-9,0.0156969697,0.0024483203614506
0.0231098485,0.00442361125503858,0.0231098485,0.00442361125503858,1.97294740848051E-9,0.0231098485,0.00442361125503858,1.97294740848051E-9,0.01818181818,0.00264833589607352
0.0277954545,0.00367644645409109,0.0277954545,0.00367644645409109,1.97294740848051E-9,0.0277954545,0.00367644645409109,1.97294740848051E-9,0.0231098485,0.00304501304843365
0.0319128788,0.00395218559360284,0.0319128788,0.00395218559360284,1.97294740848051E-9,0.0319128788,0.00395218559360284,1.97294740848051E-9,0.0277954545,0.00342217648381639
0.0353655303,0.00403569173397131,0.0353655303,0.00403569173397131,1.97294740848051E-9,0.0353655303,0.00403569173397131,1.97294740848051E-9,0.0319128788,0.00375360466918161
0.0428030303,0.00407360311620103,0.0428030303,0.00407360311620103,1.97294740848051E-9,0.0428030303,0.00407360311620103,1.97294740848051E-9,0.0353655303,0.00403152259504208
0.045871212,0.00398016256256321,0.045871212,0.00398016256256321,1.97294740848051E-9,0.045871212,0.00398016256256321,1.97294740848051E-9,0.0428030303,0.00463019714229577
,,,,,0.045871212,0.0048771675342473

