concentration (g/mL),data,concentration (g/mL),data Y-Error Max,data Y-Error MaxY-Error MaxStd. Error,concentration (g/mL),data Y-Error Min,data Y-Error MinY-Error MinStd. Error,concentration (g/mL),fit
0.00225189398042858,0.000429646918742371,0.00225189398042858,0.000429646918742371,2.64523247750503E-8,0.00225189398042858,0.000429646918742371,2.64523247750503E-8,0,0.00119079245970003
0.00465909112244844,0.000911045632588912,0.00465909112244844,0.000911045632588912,2.64523247750503E-8,0.00465909112244844,0.000911045632588912,2.64523247750503E-8,0.00225189398042858,0.00137053227651407
0.00695075746625662,0.00135307919744665,0.00695075746625662,0.00135307919744665,2.64523247750503E-8,0.00695075746625662,0.00135307919744665,2.64523247750503E-8,0.00465909112244844,0.00156266794193788
0.00940530281513929,0.00180212258534972,0.00940530281513929,0.00180212258534972,2.64523247750503E-8,0.00940530281513929,0.00180212258534972,2.64523247750503E-8,0.00695075746625662,0.00174558230657357
0.0117348488420248,0.00223626958657339,0.0117348488420248,0.00223626958657339,2.64523247750503E-8,0.0117348488420248,0.00223626958657339,2.64523247750503E-8,0.00940530281513929,0.00194149719479639
0.0145189389586449,0.0027207531610476,0.0145189389586449,0.0027207531610476,2.64523247750503E-8,0.0145189389586449,0.0027207531610476,2.64523247750503E-8,0.0117348488420248,0.00212743493751166
0.017151515930891,0.00315299800246318,0.017151515930891,0.00315299800246318,2.64523247750503E-8,0.017151515930891,0.00315299800246318,2.64523247750503E-8,0.0145189389586449,0.00234965321319104
0.0194696970283985,0.00361105863918507,0.0194696970283985,0.00361105863918507,2.64523247750503E-8,0.0194696970283985,0.00361105863918507,2.64523247750503E-8,0.017151515930891,0.00255977797735027
0.0233409088104963,0.00446060818195009,0.0233409088104963,0.00446060818195009,2.64523247750503E-8,0.0233409088104963,0.00446060818195009,2.64523247750503E-8,0.0194696970283985,0.00274480870799856
0.0288863629102707,0.00360226978500925,0.0288863629102707,0.00360226978500925,2.64523247750503E-8,0.0288863629102707,0.00360226978500925,2.64523247750503E-8,0.0233409088104963,0.00305379792873527
0.0343522727489471,0.00388334998301227,0.0343522727489471,0.00388334998301227,2.64523247750503E-8,0.0343522727489471,0.00388334998301227,2.64523247750503E-8,0.0288863629102707,0.00349642045117105
0.0368560589849949,0.00415760683863015,0.0368560589849949,0.00415760683863015,2.64523247750503E-8,0.0368560589849949,0.00415760683863015,2.64523247750503E-8,0.0343522727489471,0.00393269382847689
0.0406439378857613,0.00415352664475972,0.0406439378857613,0.00415352664475972,2.64523247750503E-8,0.0406439378857613,0.00415352664475972,2.64523247750503E-8,0.0368560589849949,0.00413253918187442
0.0471590906381607,0.00393284570454148,0.0471590906381607,0.00393284570454148,2.64523247750503E-8,0.0471590906381607,0.00393284570454148,2.64523247750503E-8,0.0406439378857613,0.00443487695790567
,,,,,0.0471590906381607,0.00495489795726311

