concentration (g/mL),data,concentration (g/mL),data Y-Error Max,data Y-Error MaxY-Error MaxStd. Error,concentration (g/mL),data Y-Error Min,data Y-Error MinY-Error MinStd. Error,concentration (g/mL),fit
0.00232272734865546,0.000434613259662687,0.00232272734865546,0.000434613259662687,1.98538838702689E-8,0.00232272734865546,0.000434613259662687,1.98538838702689E-8,0,0.00111440865071425
0.00480303028598428,0.000885677218517884,0.00480303028598428,0.000885677218517884,1.98538838702689E-8,0.00480303028598428,0.000885677218517884,1.98538838702689E-8,0.00232272734865546,0.00130879710477313
0.00682196952402592,0.00130775512657653,0.00682196952402592,0.00130775512657653,1.98538838702689E-8,0.00682196952402592,0.00130775512657653,1.98538838702689E-8,0.00480303028598428,0.00151637303408111
0.00934848468750715,0.00177039834031251,0.00934848468750715,0.00177039834031251,1.98538838702689E-8,0.00934848468750715,0.00177039834031251,1.98538838702689E-8,0.00682196952402592,0.00168533755861806
0.0113522270694375,0.00216810619544655,0.0113522270694375,0.00216810619544655,1.98538838702689E-8,0.0113522270694375,0.00216810619544655,1.98538838702689E-8,0.00934848468750715,0.0018967809676503
0.0138295451179147,0.00264904403344793,0.0138295451179147,0.00264904403344793,1.98538838702689E-8,0.0138295451179147,0.00264904403344793,1.98538838702689E-8,0.0113522270694375,0.0020644736616358
0.0163371209055185,0.00308606910956364,0.0163371209055185,0.00308606910956364,1.98538838702689E-8,0.0163371209055185,0.00308606910956364,1.98538838702689E-8,0.0138295451179147,0.00227179979379146
0.0190909095108509,0.00350103495454243,0.0190909095108509,0.00350103495454243,1.98538838702689E-8,0.0190909095108509,0.00350103495454243,1.98538838702689E-8,0.0163371209055185,0.00248165816674735
0.0262499991804361,0.00436091672081776,0.0262499991804361,0.00436091672081776,1.98538838702689E-8,0.0262499991804361,0.00436091672081776,1.98538838702689E-8,0.0190909095108509,0.00271212197438291
0.028768939897418,0.00427589197382348,0.028768939897418,0.00427589197382348,1.98538838702689E-8,0.028768939897418,0.00427589197382348,1.98538838702689E-8,0.0262499991804361,0.00331126446971254
0.0332348495721817,0.00387597971216025,0.0332348495721817,0.00387597971216025,1.98538838702689E-8,0.0332348495721817,0.00387597971216025,1.98538838702689E-8,0.028768939897418,0.00352207386699231
0.0365871228277683,0.00399527595428866,0.0365871228277683,0.00399527595428866,1.98538838702689E-8,0.0365871228277683,0.00399527595428866,1.98538838702689E-8,0.0332348495721817,0.00389582466293336
0.0429166667163372,0.00395676209850475,0.0429166667163372,0.00395676209850475,1.98538838702689E-8,0.0429166667163372,0.00395676209850475,1.98538838702689E-8,0.0365871228277683,0.00417637551199485
0.0449621230363846,0.00415872677085188,0.0449621230363846,0.00415872677085188,1.98538838702689E-8,0.0449621230363846,0.00415872677085188,1.98538838702689E-8,0.0429166667163372,0.00470609356392968
,,,,,0.0449621230363846,0.00487727713127405

