concentration (g/mL),data,concentration (g/mL),data Y-Error Max,data Y-Error MaxY-Error MaxStd. Error,concentration (g/mL),data Y-Error Min,data Y-Error MinY-Error MinStd. Error,concentration (g/mL),fit
0.00177916663233191,0.000413535649152517,0.00177916663233191,0.000413535649152517,3.43527561952328E-9,0.00177916663233191,0.000413535649152517,3.43527561952328E-9,0,0.00133212548176325
0.00300000002607703,0.000850155543995057,0.00300000002607703,0.000850155543995057,3.43527561952328E-9,0.00300000002607703,0.000850155543995057,3.43527561952328E-9,0.00177916663233191,0.00146822084658021
0.00528409099206328,0.00131309461954995,0.00528409099206328,0.00131309461954995,3.43527561952328E-9,0.00528409099206328,0.00131309461954995,3.43527561952328E-9,0.00300000002607703,0.00156160712692631
0.00718560023233294,0.00176883598261242,0.00718560023233294,0.00176883598261242,3.43527561952328E-9,0.00718560023233294,0.00176883598261242,3.43527561952328E-9,0.00528409099206328,0.0017363261068359
0.00990151520818472,0.00221356145199767,0.00990151520818472,0.00221356145199767,3.43527561952328E-9,0.00990151520818472,0.00221356145199767,3.43527561952328E-9,0.00718560023233294,0.0018817799182578
0.0125037878751755,0.00265436864932804,0.0125037878751755,0.00265436864932804,3.43527561952328E-9,0.0125037878751755,0.00265436864932804,3.43527561952328E-9,0.00990151520818472,0.00208953080668153
0.0150833325460553,0.00311329229994517,0.0150833325460553,0.00311329229994517,3.43527561952328E-9,0.0150833325460553,0.00311329229994517,3.43527561952328E-9,0.0125037878751755,0.00228858875445055
0.017708333209157,0.00359473399632633,0.017708333209157,0.00359473399632633,3.43527561952328E-9,0.017708333209157,0.00359473399632633,3.43527561952328E-9,0.0150833325460553,0.00248590817222399
0.0226249992847443,0.00441850934586447,0.0226249992847443,0.00441850934586447,3.43527561952328E-9,0.0226249992847443,0.00441850934586447,3.43527561952328E-9,0.017708333209157,0.00268670461174166
0.0268863644450903,0.00364406901043536,0.0268863644450903,0.00364406901043536,3.43527561952328E-9,0.0268863644450903,0.00364406901043536,3.43527561952328E-9,0.0226249992847443,0.00306279955570129
0.0312462113797665,0.00392981704761158,0.0312462113797665,0.00392981704761158,3.43527561952328E-9,0.0312462113797665,0.00392981704761158,3.43527561952328E-9,0.0268863644450903,0.00338876780118476
0.0365530289709568,0.00401239530786973,0.0365530289709568,0.00401239530786973,3.43527561952328E-9,0.0365530289709568,0.00401239530786973,3.43527561952328E-9,0.0312462113797665,0.00372226953590039
0.0421969667077065,0.0040163971217458,0.0421969667077065,0.0040163971217458,3.43527561952328E-9,0.0421969667077065,0.0040163971217458,3.43527561952328E-9,0.0365530289709568,0.00412820865807626
0.0466363616287708,0.00401740306955727,0.0466363616287708,0.00401740306955727,3.43527561952328E-9,0.0466363616287708,0.00401740306955727,3.43527561952328E-9,0.0421969667077065,0.00455993528444697
,,,,,0.0466363616287708,0.00489952191698373

